email_id,model,true_label,true_label_text,raw_response,predicted_label,predicted_label_text,phishing_likelihood,indicators,parse_note,is_correct,is_error,was_repaired,elapsed_seconds,input_tokens,output_tokens,error_message
608,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious subject line unrelated to typical business communication"",     ""Generic greeting without personalization"",     ""Unsolicited poll request with shortened/unfamiliar URL"",     ""Vague request without context or sender identification"",     ""Promotional footer for Opera email client suggests mass mailing"",     ""No clear sender organization or contact information"",     ""Unusual topic matter (dating/flirting) for legitimate business email""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",1,PHISHING,72,Suspicious subject line unrelated to typical business communication | Generic greeting without personalization | Unsolicited poll request with shortened/unfamiliar URL | Vague request without context or sender identification | Promotional footer for Opera email client suggests mass mailing | No clear sender organization or contact information | Unusual topic matter (dating/flirting) for legitimate business email,,True,False,False,1.9764,336,138,
619,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.8982,1404,36,
635,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious sender domain (livefilestore.com - Microsoft file hosting service misused)"",     ""Obfuscated subject line with no spaces - appears intentionally obscured"",     ""Generic body text with no coherent message or context"",     ""Shortened/encoded URL with random characters"",     ""Pharmaceutical spam content combined with suspicious link"",     ""No legitimate company branding or contact information"",     ""No personalization or specific customer details"",     ""URL uses file hosting service rather than official domain""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,92,Suspicious sender domain (livefilestore.com - Microsoft file hosting service misused) | Obfuscated subject line with no spaces - appears intentionally obscured | Generic body text with no coherent message or context | Shortened/encoded URL with random characters | Pharmaceutical spam content combined with suspicious link | No legitimate company branding or contact information | No personalization or specific customer details | URL uses file hosting service rather than official domain,,True,False,False,2.2708,413,156,
638,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Unsolicited promotional email for adult product"",     ""Generic greeting with no personalization"",     ""Suspicious external link to unfamiliar domain"",     ""Vague, suggestive language typical of spam"",     ""No sender information provided"",     ""Pressure/urgency implied by 'has arrived'"",     ""Likely harvested or purchased email list""   ],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,"Unsolicited promotional email for adult product | Generic greeting with no personalization | Suspicious external link to unfamiliar domain | Vague, suggestive language typical of spam | No sender information provided | Pressure/urgency implied by 'has arrived' | Likely harvested or purchased email list",,True,False,False,2.3879,317,127,
643,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```  **Justification:** This email appears to be a legitimate bug tracking notification from Apache SpamAssassin's issue tracker. The indicators supporting this assessment are:  1. **Consistent sender domain**: The email comes from an Apache issue tracking system (issues.apache.org), which is a legitimate, well-known open-source project infrastructure. 2. **Appropriate content**: The message contains technical bug discussion with references to specific bug IDs and attachments, which is typical for development team communications. 3. **Standard notification format**: The footer explaining why the recipient is receiving the email (""You are the assignee for the bug, or are watching the assignee"") is a standard automated notification pattern. 4. **No suspicious requests**: There are no requests for passwords, financial information, or personal data. 5. **No urgent/threatening language**: The tone is neutral and technical. 6. **Legitimate link**: The URL points to a legitimate Apache issue tracker domain.  The only minor consideration is the use of a personal email address (wrzzpv@sidney.com) in the comment attribution, but this is normal for open-source project contributors.",0,LEGÍTIMO,2,,indicators inválida: [],True,False,False,3.4721,419,281,
683,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious unsubscribe link with encoded parameters and non-CNN domain (ceas-challenge.cc)"",     ""Link redirection through intermediary service (cnn.com/video/partners/email) rather than direct CNN links"",     ""Encoded email tracking parameter in unsubscribe URL"",     ""Mixed legitimate CNN branding with suspicious backend infrastructure""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",1,PHISHING,72,Suspicious unsubscribe link with encoded parameters and non-CNN domain (ceas-challenge.cc) | Link redirection through intermediary service (cnn.com/video/partners/email) rather than direct CNN links | Encoded email tracking parameter in unsubscribe URL | Mixed legitimate CNN branding with suspicious backend infrastructure,,True,False,False,2.0009,1741,122,
703,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious email address in unsubscribe link (email857@gvc.ceas-challenge.cc) does not match CNN.com domain"",     ""Link redirection through third-party service (cgi.cnn.com/m/clik) for unsubscribe"",     ""Video links use generic redirect URL pattern rather than direct CNN links"",     ""Dated content from 2008 suggests this may be a historical phishing example""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",1,PHISHING,72,Suspicious email address in unsubscribe link (email857@gvc.ceas-challenge.cc) does not match CNN.com domain | Link redirection through third-party service (cgi.cnn.com/m/clik) for unsubscribe | Video links use generic redirect URL pattern rather than direct CNN links | Dated content from 2008 suggests this may be a historical phishing example,,True,False,False,2.017,1725,143,
704,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious unsubscribe link domain (ceas-challenge.cc) does not match CNN.com"",     ""Email address in unsubscribe URL (email1777@gvc.ceas-challenge.cc) is not a CNN domain"",     ""Video links use redirect URL pattern (cnn.com/video/partners/email/index.html) rather than direct links"",     ""Dated content from 2008 suggests this may be a historical phishing example or test""   ],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,Suspicious unsubscribe link domain (ceas-challenge.cc) does not match CNN.com | Email address in unsubscribe URL (email1777@gvc.ceas-challenge.cc) is not a CNN domain | Video links use redirect URL pattern (cnn.com/video/partners/email/index.html) rather than direct links | Dated content from 2008 suggests this may be a historical phishing example or test,,True,False,False,2.2626,1726,151,
737,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Legitimate automated notification from ClamAV virus database"",     ""Technical content consistent with antivirus update logs"",     ""No suspicious links or attachments"",     ""No requests for sensitive information"",     ""No urgent or threatening language"",     ""Structured format typical of automated security notifications""   ],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,Legitimate automated notification from ClamAV virus database | Technical content consistent with antivirus update logs | No suspicious links or attachments | No requests for sensitive information | No urgent or threatening language | Structured format typical of automated security notifications,,True,False,False,1.7461,1765,107,
738,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious redirect URL pattern in links (cnn.com/video/partners/email/index.html with query parameters)"",     ""Email address in unsubscribe link contains unusual domain (gvc.ceas-challenge.cc) inconsistent with CNN.com"",     ""All video links use the same redirect wrapper rather than direct CNN URLs"",     ""Dated content from 2008 suggests this may be a historical phishing example or spam""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",1,PHISHING,72,Suspicious redirect URL pattern in links (cnn.com/video/partners/email/index.html with query parameters) | Email address in unsubscribe link contains unusual domain (gvc.ceas-challenge.cc) inconsistent with CNN.com | All video links use the same redirect wrapper rather than direct CNN URLs | Dated content from 2008 suggests this may be a historical phishing example or spam,,True,False,False,2.0388,1726,141,
743,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Automated CVS commit notification email"",     ""Technical content with code diffs and version control metadata"",     ""No suspicious links or attachments"",     ""No requests for sensitive information"",     ""No urgent or threatening language"",     ""Legitimate sender pattern for open-source project mailing list"",     ""Binary/encoded content is typical for version control diffs""   ],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,2,Automated CVS commit notification email | Technical content with code diffs and version control metadata | No suspicious links or attachments | No requests for sensitive information | No urgent or threatening language | Legitimate sender pattern for open-source project mailing list | Binary/encoded content is typical for version control diffs,,True,False,False,2.0048,1904,123,
779,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Unsolicited promotional email with suspicious content"",     ""Generic greeting with no personalization"",     ""Suspicious shortened/obfuscated URL (shinemade.com)"",     ""Sexual/adult content solicitation"",     ""Vague, unclear messaging typical of spam/phishing"",     ""No legitimate sender information or unsubscribe option mentioned"",     ""Pressure/suggestive language designed to entice clicks""   ],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Unsolicited promotional email with suspicious content | Generic greeting with no personalization | Suspicious shortened/obfuscated URL (shinemade.com) | Sexual/adult content solicitation | Vague, unclear messaging typical of spam/phishing | No legitimate sender information or unsubscribe option mentioned | Pressure/suggestive language designed to entice clicks",,True,False,False,1.9138,317,139,
797,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious redirect URL pattern in links (cnn.com/video/partners/email/index.html with query parameters)"",     ""Email address in unsubscribe link uses non-standard domain (gvc.ceas-challenge.cc instead of cnn.com)"",     ""All links use redirect/tracking URLs rather than direct CNN links"",     ""Dated content from 2008 suggests this may be a historical phishing example""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",1,PHISHING,72,Suspicious redirect URL pattern in links (cnn.com/video/partners/email/index.html with query parameters) | Email address in unsubscribe link uses non-standard domain (gvc.ceas-challenge.cc instead of cnn.com) | All links use redirect/tracking URLs rather than direct CNN links | Dated content from 2008 suggests this may be a historical phishing example,,True,False,False,1.936,1728,139,
806,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious shortened/obfuscated URL (milddone.com)"",     ""Celebrity name-dropping (Hugh Grant) for credibility manipulation"",     ""Vague subject line with generic marketing language"",     ""No legitimate sender information provided"",     ""Unsolicited promotional content"",     ""Misleading claim about celebrity endorsement"",     ""Typical spam/phishing pattern targeting male audience""   ],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,Suspicious shortened/obfuscated URL (milddone.com) | Celebrity name-dropping (Hugh Grant) for credibility manipulation | Vague subject line with generic marketing language | No legitimate sender information provided | Unsolicited promotional content | Misleading claim about celebrity endorsement | Typical spam/phishing pattern targeting male audience,,True,False,False,1.84,314,133,
819,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 1,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,1,,indicators inválida: [],True,False,False,0.9878,1444,36,
827,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 1,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,1,,indicators inválida: [],True,False,False,0.7985,433,36,
831,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Garbled and incoherent text with random character insertions"",     ""Suspicious sender name 'Raymond Bliss' with no organizational context"",     ""No clear purpose or call-to-action in the message"",     ""Text appears deliberately obfuscated, possibly to evade spam filters"",     ""No legitimate business content or recognizable message structure"",     ""Generic greeting with no personalization or specific recipient information""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,92,"Garbled and incoherent text with random character insertions | Suspicious sender name 'Raymond Bliss' with no organizational context | No clear purpose or call-to-action in the message | Text appears deliberately obfuscated, possibly to evade spam filters | No legitimate business content or recognizable message structure | Generic greeting with no personalization or specific recipient information",,True,False,False,1.771,397,138,
853,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Vague subject line unrelated to email content"",     ""Generic greeting and impersonal tone"",     ""Suspicious call-to-action with minimal context"",     ""No sender information provided"",     ""Unsolicited pharmaceutical offer"",     ""Lack of legitimate business details"",     ""Clickbait-style link without clear destination""   ],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,Vague subject line unrelated to email content | Generic greeting and impersonal tone | Suspicious call-to-action with minimal context | No sender information provided | Unsolicited pharmaceutical offer | Lack of legitimate business details | Clickbait-style link without clear destination,,True,False,False,2.4804,317,121,
