email_id,model,true_label,true_label_text,raw_response,predicted_label,predicted_label_text,phishing_likelihood,indicators,parse_note,is_correct,is_error,was_repaired,elapsed_seconds,input_tokens,output_tokens,error_message
238,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Sender: Virus Total"", ""No urgent or threatening language"", ""Repetitive submission IDs""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,Sender: Virus Total | No urgent or threatening language | Repetitive submission IDs,,True,False,False,9.0878,1834,55,
271,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Generic subject line"", ""Use of CNET News.com branding"", ""Links to CNET News.com"", ""Unclear call to action""],   ""phishing_likelihood"": 10,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,10,Generic subject line | Use of CNET News.com branding | Links to CNET News.com | Unclear call to action,classification (PHISHING) diverge do likelihood (10); usando o likelihood,True,False,False,8.8154,505,66,
301,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual sender addresses (hotmail.com, yahoo.com)"", ""HTML attachments"", ""Links to external websites (list.scms.waikato.ac.nz)"", ""References to MSN Messenger""],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,"Unusual sender addresses (hotmail.com, yahoo.com) | HTML attachments | Links to external websites (list.scms.waikato.ac.nz) | References to MSN Messenger",,False,False,False,9.1578,1559,78,
334,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL)"", ""Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia)"", ""Redundant contact information (multiple links to CNN's website)"", ""Generic subject line"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL) | Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia) | Redundant contact information (multiple links to CNN's website) | Generic subject line | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator",,True,False,False,10.0579,1746,138,
341,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Suspicious link"", ""Request for assistance""],   ""phishing_likelihood"": 10,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,10,Suspicious link | Request for assistance,classification (PHISHING) diverge do likelihood (10); usando o likelihood,True,False,False,8.427,578,45,
346,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious subject line"", ""Unusual link"", ""Promising unrealistic cure""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious subject line | Unusual link | Promising unrealistic cure,,True,False,False,8.2094,314,52,
349,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious subject line"", ""Unusual domain name"", ""Promising unrealistic results"", ""Shortened URL"", ""Vague and suggestive language""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious subject line | Unusual domain name | Promising unrealistic results | Shortened URL | Vague and suggestive language,,True,False,False,9.0738,354,65,
369,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL)"", ""Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia)"", ""Redundant contact information (multiple links to CNN's website)"", ""Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News')"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL) | Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia) | Redundant contact information (multiple links to CNN's website) | Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News') | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator",,True,False,False,10.5274,1746,152,
409,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL)"", ""Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia)"", ""Redundant contact information (multiple links to CNN's website)"", ""Generic subject line"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL) | Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia) | Redundant contact information (multiple links to CNN's website) | Generic subject line | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator",,True,False,False,10.1678,1746,138,
428,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual subject line"", ""Technical jargon"", ""Request for help"", ""Generic greeting""],   ""phishing_likelihood"": 10,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,10,Unusual subject line | Technical jargon | Request for help | Generic greeting,classification (PHISHING) diverge do likelihood (10); usando o likelihood,True,False,False,9.1408,402,54,
473,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely tracking links)"", ""Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia)"", ""Redundant contact information (multiple links to CNN's website)"", ""Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News')"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' - visually distracting and unprofessional"", ""Unnecessary 'You have agreed...' and 'To unsubscribe...' sections""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely tracking links) | Unusual sender address (CNN.com LP, LLLP, One CNN Center, Atlanta, Georgia) | Redundant contact information (multiple links to CNN's website) | Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News') | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' - visually distracting and unprofessional | Unnecessary 'You have agreed...' and 'To unsubscribe...' sections",,True,False,False,11.2594,1771,175,
509,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unremarkable subject line"", ""Informal tone"", ""Request for technical assistance"", ""No urgent or suspicious requests""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,Unremarkable subject line | Informal tone | Request for technical assistance | No urgent or suspicious requests,,True,False,False,9.2992,426,59,
529,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious subject line"", ""Shortened URL"", ""Unusual content""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious subject line | Shortened URL | Unusual content,,True,False,False,8.4074,312,51,
548,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual subject line"", ""Suspicious sender (no clear organization affiliation)"", ""Technical jargon"", ""No clear call to action"", ""Use of 'Tags' and 'cvsroot' which are uncommon in typical emails""],   ""phishing_likelihood"": 20,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,20,Unusual subject line | Suspicious sender (no clear organization affiliation) | Technical jargon | No clear call to action | Use of 'Tags' and 'cvsroot' which are uncommon in typical emails,classification (PHISHING) diverge do likelihood (20); usando o likelihood,True,False,False,9.4647,1303,81,
563,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely URL shorteners),"", ""Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.),"", ""Redundant unsubscribe and privacy links."", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator.""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely URL shorteners), | Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.), | Redundant unsubscribe and privacy links. | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator.",,True,False,False,10.2863,1767,161,
567,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious link"", ""Unusual subject line"", ""Celebrity reference""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious link | Unusual subject line | Celebrity reference,,True,False,False,8.3777,313,51,
608,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious link"", ""Unusual subject line"", ""Generic greeting""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious link | Unusual subject line | Generic greeting,,True,False,False,8.0407,336,50,
619,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""multiple links to the same domain"", ""use of URLs in the body of the email"", ""no unusual sender information""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,multiple links to the same domain | use of URLs in the body of the email | no unusual sender information,,True,False,False,9.1247,1400,60,
635,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious subject line"", ""Shortened URL"", ""Unusual domain"", ""Request for information (implied - potential for account access)""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious subject line | Shortened URL | Unusual domain | Request for information (implied - potential for account access),,True,False,False,9.4084,384,65,
638,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious link"", ""Urgent language"", ""Unusual subject""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious link | Urgent language | Unusual subject,,True,False,False,8.393,318,50,
643,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual sender address (wrzzpv@sidney.com)"", ""Attachment (bug 5813 attachment 4258)"", ""Reference to bug IDs""],   ""phishing_likelihood"": 30,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,30,Unusual sender address (wrzzpv@sidney.com) | Attachment (bug 5813 attachment 4258) | Reference to bug IDs,classification (PHISHING) diverge do likelihood (30); usando o likelihood,True,False,False,8.619,424,72,
683,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple)"", ""Unusual sender address (CNN.com LP, LLLP, One CNN Center)"", ""Redundant contact information (multiple links to CNN websites)"", ""Unnecessary phrases like 'You have agreed to receive this email' and 'Please send comments or suggestions'"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' and similar characters""],   ""phishing_likelihood"": 90,   ""classification"": ""phishing"" } ```",1,PHISHING,90,"Suspicious links (multiple) | Unusual sender address (CNN.com LP, LLLP, One CNN Center) | Redundant contact information (multiple links to CNN websites) | Unnecessary phrases like 'You have agreed to receive this email' and 'Please send comments or suggestions' | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' and similar characters",,True,False,False,10.4391,1771,134,
703,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' which are unusual for a legitimate CNN email),"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator."", ""Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.)"", ""Redundant unsubscribe and privacy links."", ""Use of 'You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.' which is a common phishing tactic."", ""The email is formatted as a list of links, which is not typical for a genuine CNN email.""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,"Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' which are unusual for a legitimate CNN email), | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator. | Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.) | Redundant unsubscribe and privacy links. | Use of 'You have agreed to receive this email from CNN.com as a result of your CNN.com preference settings.' which is a common phishing tactic. | The email is formatted as a list of links, which is not typical for a genuine CNN email.",,True,False,False,11.0854,1745,218,
704,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely shortened or tracking URLs)"", ""Unusual sender address (CNN, but with 'LLP' and 'One CNN Center' - potentially a spoof)"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' - unusual formatting"", ""Multiple links to CNN articles, but using a 'partners/email/index.html' format which is not standard for CNN's official website"", ""Unnecessary and repetitive information about CNN's address and copyright"", ""Unsolicited email with a link to manage settings and unsubscribe""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' - likely shortened or tracking URLs) | Unusual sender address (CNN, but with 'LLP' and 'One CNN Center' - potentially a spoof) | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' - unusual formatting | Multiple links to CNN articles, but using a 'partners/email/index.html' format which is not standard for CNN's official website | Unnecessary and repetitive information about CNN's address and copyright | Unsolicited email with a link to manage settings and unsubscribe",,True,False,False,10.3285,1746,188,
737,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Sender: Virus Total"", ""Multiple identical submission notes"", ""Repetitive 'Already detected' messages"", ""No urgent or threatening language""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,Sender: Virus Total | Multiple identical submission notes | Repetitive 'Already detected' messages | No urgent or threatening language,,True,False,False,10.2457,1768,64,
738,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL)"", ""Unusual sender address (CNN, but with 'LLP' and 'One CNN Center')"", ""Redundant contact information (multiple links to CNN's website)"", ""Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News')"", ""Unclear formatting with +=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+="", ""Unusual email address for unsubscribe (cgi.cnn.com)""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partner' in the URL) | Unusual sender address (CNN, but with 'LLP' and 'One CNN Center') | Redundant contact information (multiple links to CNN's website) | Unnecessary and repetitive phrases (e.g., 'The Most Trusted Name in News') | Unclear formatting with +=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+= | Unusual email address for unsubscribe (cgi.cnn.com)",,True,False,False,10.5888,1746,160,
743,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual subject line"", ""Technical jargon (cvsroot, sc8-pr-cvs8, ui.html, ui_html.py)"", ""Version control system (RCS) output"", ""Obscure file names"", ""No clear sender information""],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,"Unusual subject line | Technical jargon (cvsroot, sc8-pr-cvs8, ui.html, ui_html.py) | Version control system (RCS) output | Obscure file names | No clear sender information",,False,False,False,9.8916,2129,91,
779,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious link"", ""Unusual subject line"", ""Promotional content""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious link | Unusual subject line | Promotional content,,True,False,False,8.9957,317,51,
797,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' which are unusual for a legitimate CNN email),"", ""Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator."", ""Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.)"", ""Links to external websites (cnn.com/video/partners/email/index.html?url=/video/...)"", ""Unnecessary and distracting formatting (the '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' and the repetition of 'CNN, The Most Trusted Name in News')"", ""The email is a newsletter, not a direct communication from CNN."", ""The links are not directly from CNN's main website.""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,"Suspicious links (multiple URLs with 'index.html' and 'partners/email/index.html' which are unusual for a legitimate CNN email), | Use of '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' as a visual separator. | Unusual sender address (CNN, The Most Trusted Name in News, Cable News Network LP, LLLP. One CNN Center, Atlanta, Georgia 30303, A Time Warner Company. All Rights Reserved.) | Links to external websites (cnn.com/video/partners/email/index.html?url=/video/...) | Unnecessary and distracting formatting (the '+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=+=' and the repetition of 'CNN, The Most Trusted Name in News') | The email is a newsletter, not a direct communication from CNN. | The links are not directly from CNN's main website.",,True,False,False,12.1165,1748,262,
806,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Suspicious link"", ""Unusual subject line""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Suspicious link | Unusual subject line,,True,False,False,8.4214,313,46,
819,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Subject line contains suspicious keywords like 'Patches'"", ""Links to SourceForge"", ""References to specific patch numbers and IDs"", ""Multiple comments from different users"", ""Discussion about code changes and refactoring""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,Subject line contains suspicious keywords like 'Patches' | Links to SourceForge | References to specific patch numbers and IDs | Multiple comments from different users | Discussion about code changes and refactoring,,True,False,False,9.0522,1495,77,
827,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual sender name"", ""Informal language""],   ""phishing_likelihood"": 10,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,10,Unusual sender name | Informal language,classification (PHISHING) diverge do likelihood (10); usando o likelihood,True,False,False,8.673,430,46,
831,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Unusual sender name"", ""Typo errors"", ""Suspicious URL (likely)"", ""Urgent language (implied)"", ""Unclear offer""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Unusual sender name | Typo errors | Suspicious URL (likely) | Urgent language (implied) | Unclear offer,,True,False,False,8.5273,382,66,
853,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Unusual subject line"", ""Generic greeting"", ""Request for action (click here)"", ""Vague reference to 'our chemists'""],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,85,Unusual subject line | Generic greeting | Request for action (click here) | Vague reference to 'our chemists',,True,False,False,8.1552,317,63,
865,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Suspicious email address user6@gvc.ceas-challenge.cc"", ""Unusual domain gvc.ceas-challenge.cc"", ""No clear indication of a direct request for personal information, but the subscription center link is potentially risky""],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",1,PHISHING,75,"Suspicious email address user6@gvc.ceas-challenge.cc | Unusual domain gvc.ceas-challenge.cc | No clear indication of a direct request for personal information, but the subscription center link is potentially risky",,False,False,False,9.7308,1412,88,
892,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Unusual recipient addresses (gregorie.org)"", ""Technical language about headers and regex"", ""Apology for not including the original message"", ""Mention of mail archiving system""],   ""phishing_likelihood"": 20,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,20,Unusual recipient addresses (gregorie.org) | Technical language about headers and regex | Apology for not including the original message | Mention of mail archiving system,,True,False,False,8.8734,806,72,
896,gemma3_4b_qat,0,LEGÍTIMO,"```json {   ""indicators"": [""Sender: Virus Total, VirScan.org, Jotti, Brazilian CERT"", ""Multiple submissions with similar notes""],   ""phishing_likelihood"": 10,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,10,"Sender: Virus Total, VirScan.org, Jotti, Brazilian CERT | Multiple submissions with similar notes",,True,False,False,8.8573,1779,59,
938,gemma3_4b_qat,1,PHISHING,"```json {   ""indicators"": [""Inappropriate subject line"", ""Unrealistic claims"", ""Suspicious link"", ""Use of personal testimonials""],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,95,Inappropriate subject line | Unrealistic claims | Suspicious link | Use of personal testimonials,,True,False,False,9.0092,363,57,
