dataset_id,label,src_id,source_file,source_row
33,1,82e1ca4c7be8ad50,dataset/phishing/Nazario_5.csv,1689
34,0,donoho-l/inbox/junk_file/312.,dataset/legitimo/emails.csv,
35,1,2354116e7594281b,dataset/phishing/phishing_2024.csv,21
36,0,dorland-c/sent_items/96.,dataset/legitimo/emails.csv,
37,0,zipper-a/inbox/83.,dataset/legitimo/emails.csv,
38,0,beck-s/all_documents/435.,dataset/legitimo/emails.csv,
39,1,99bdf3182c6b842c,dataset/phishing/phishing.csv,287
40,1,08635414ff874638,dataset/phishing/phishing.csv,137
41,0,williams-w3/schedule_crawler/1057.,dataset/legitimo/emails.csv,
42,1,b2d491620ffe63e0,dataset/phishing/phishing.csv,283
43,1,ea7c373910b10aff,dataset/phishing/phishing_2024.csv,174
44,0,dasovich-j/all_documents/11472.,dataset/legitimo/emails.csv,
45,1,cdd6651c3190e5ee,dataset/phishing/Nazario_5.csv,1890
46,1,855c1691ce46818a,dataset/phishing/phishing_2024.csv,81
47,1,eb0526c6e29cef39,dataset/phishing/Nazario_5.csv,2959
48,1,afd5800e263cd2c6,dataset/phishing/phishing.csv,74
49,0,bailey-s/all_documents/15.,dataset/legitimo/emails.csv,
50,0,allen-p/all_documents/32.,dataset/legitimo/emails.csv,
51,1,7e4b67f914a2745e,dataset/phishing/phishing.csv,275
52,0,kaminski-v/deleted_items/2269.,dataset/legitimo/emails.csv,
53,1,d4089e98ea29a9b6,dataset/phishing/phishing.csv,234
54,1,bf650db350182df8,dataset/phishing/Nazario_5.csv,2874
55,0,dasovich-j/all_documents/28551.,dataset/legitimo/emails.csv,
56,0,mims-thurston-p/_sent_mail/269.,dataset/legitimo/emails.csv,
57,0,kaminski-v/all_documents/11006.,dataset/legitimo/emails.csv,
58,0,farmer-d/all_documents/1508.,dataset/legitimo/emails.csv,
59,1,6da0aa909f0fabbb,dataset/phishing/phishing.csv,407
60,0,kaminski-v/all_documents/9433.,dataset/legitimo/emails.csv,
61,1,65ce0d74cd0d4200,dataset/phishing/phishing_2024.csv,278
62,0,heard-m/inbox/master_netting/308.,dataset/legitimo/emails.csv,
63,0,dasovich-j/deleted_items/2086.,dataset/legitimo/emails.csv,
64,0,nemec-g/all_documents/7069.,dataset/legitimo/emails.csv,
65,0,lokay-m/all_documents/972.,dataset/legitimo/emails.csv,
66,1,13a027ff9494acdc,dataset/phishing/Nazario_5.csv,2099
67,0,scott-s/sent_items/679.,dataset/legitimo/emails.csv,
68,1,7c915381148c646b,dataset/phishing/phishing.csv,120
69,0,derrick-j/deleted_items/171.,dataset/legitimo/emails.csv,
70,0,symes-k/all_documents/2261.,dataset/legitimo/emails.csv,
71,1,0c440b913f7cb38a,dataset/phishing/phishing.csv,431
72,0,saibi-e/saved/6.,dataset/legitimo/emails.csv,
73,0,kean-s/all_documents/610.,dataset/legitimo/emails.csv,
74,1,cf46f48ee65b0962,dataset/phishing/phishing_2024.csv,369
75,1,dcff2d08501a269d,dataset/phishing/phishing.csv,365
76,0,quigley-d/sent_items/57.,dataset/legitimo/emails.csv,
77,1,30e380ad79d9b43a,dataset/phishing/Nazario_5.csv,2052
78,1,b8fcde77633c5897,dataset/phishing/phishing.csv,414
79,0,parks-j/deleted_items/533.,dataset/legitimo/emails.csv,
80,1,7f1ddd45576dd866,dataset/phishing/phishing.csv,73
81,1,2863655ca6b69924,dataset/phishing/Nazario_5.csv,1573
82,0,kaminski-v/_sent_mail/1931.,dataset/legitimo/emails.csv,
83,0,lewis-a/deleted_items/835.,dataset/legitimo/emails.csv,
84,0,taylor-m/all_documents/7344.,dataset/legitimo/emails.csv,
85,0,jones-t/all_documents/11644.,dataset/legitimo/emails.csv,
86,0,giron-d/_sent_mail/426.,dataset/legitimo/emails.csv,
87,1,6a66adea87b5f880,dataset/phishing/phishing_2024.csv,51
88,1,b4ea422108860b16,dataset/phishing/phishing.csv,322
89,0,fossum-d/_sent_mail/847.,dataset/legitimo/emails.csv,
90,0,kaminski-v/all_documents/10442.,dataset/legitimo/emails.csv,
91,0,parks-j/sent_items/396.,dataset/legitimo/emails.csv,
92,1,9896262d73e998db,dataset/phishing/phishing.csv,232
93,1,270813c74afd376d,dataset/phishing/phishing.csv,338
94,0,kean-s/deleted_items/398.,dataset/legitimo/emails.csv,
95,0,dean-c/inbox/188.,dataset/legitimo/emails.csv,
96,1,ee6ce166fdef0fad,dataset/phishing/phishing_2024.csv,248
97,0,shackleton-s/all_documents/4229.,dataset/legitimo/emails.csv,
98,0,kaminski-v/all_documents/3105.,dataset/legitimo/emails.csv,
99,0,arora-h/deleted_items/98.,dataset/legitimo/emails.csv,
100,1,5a471b9188117674,dataset/phishing/Nazario_5.csv,2098
101,1,07bba1eca5ad57d6,dataset/phishing/Nazario_5.csv,1780
102,1,2c2be476f81a0fe6,dataset/phishing/phishing.csv,479
103,0,kaminski-v/_sent_mail/560.,dataset/legitimo/emails.csv,
104,1,360728f14ebcf3b6,dataset/phishing/phishing.csv,264
105,1,faef44d3e30ed252,dataset/phishing/Nazario_5.csv,2822
106,1,98fd04e73e83aedb,dataset/phishing/phishing_2024.csv,213
107,1,1772ff310ff7845b,dataset/phishing/phishing.csv,291
108,1,d6ec2726e3ab6ba7,dataset/phishing/phishing_2024.csv,202
109,1,0ebf85a55ce06808,dataset/phishing/phishing_2024.csv,130
110,1,c0f975271adeb080,dataset/phishing/phishing_2024.csv,387
111,0,skilling-j/_sent_mail/393.,dataset/legitimo/emails.csv,
112,0,kean-s/all_documents/2298.,dataset/legitimo/emails.csv,
113,0,beck-s/_sent_mail/548.,dataset/legitimo/emails.csv,
114,1,f99120bfee30201a,dataset/phishing/phishing_2024.csv,375
115,1,1a1e6764ae1aeca8,dataset/phishing/phishing.csv,430
116,0,rogers-b/_sent_mail/117.,dataset/legitimo/emails.csv,
117,1,a8bad5291c42dc74,dataset/phishing/Nazario_5.csv,2174
118,1,b092af2cf4fec8d6,dataset/phishing/phishing.csv,396
119,0,heard-m/sent_items/86.,dataset/legitimo/emails.csv,
120,0,richey-c/sent_items/80.,dataset/legitimo/emails.csv,
121,0,shackleton-s/all_documents/4722.,dataset/legitimo/emails.csv,
122,0,keavey-p/deleted_items/229.,dataset/legitimo/emails.csv,
123,1,279da63567347521,dataset/phishing/phishing_2024.csv,67
124,1,a1a62b56dc16f577,dataset/phishing/phishing.csv,441
125,0,jones-t/inbox/1022.,dataset/legitimo/emails.csv,
126,1,dbeeef33c315fa6b,dataset/phishing/phishing_2024.csv,35
127,1,c7b08ad74aad03b8,dataset/phishing/Nazario_5.csv,1776
128,0,jones-t/all_documents/1613.,dataset/legitimo/emails.csv,
129,1,6dd43812a4b4115d,dataset/phishing/phishing.csv,412
130,0,symes-k/_sent_mail/1067.,dataset/legitimo/emails.csv,
131,0,rogers-b/_sent_mail/279.,dataset/legitimo/emails.csv,
132,1,06135d0e2345a47c,dataset/phishing/phishing_2024.csv,356
133,1,1979eab8699aaf2e,dataset/phishing/phishing_2024.csv,114
134,1,71e847fbefb0e87b,dataset/phishing/Nazario_5.csv,1812
135,0,symes-k/all_documents/2080.,dataset/legitimo/emails.csv,
136,0,kaminski-v/all_documents/833.,dataset/legitimo/emails.csv,
137,0,lay-k/_sent/135.,dataset/legitimo/emails.csv,
138,0,lay-k/deleted_items/332.,dataset/legitimo/emails.csv,
139,0,lenhart-m/all_documents/1605.,dataset/legitimo/emails.csv,
140,0,horton-s/_sent_mail/168.,dataset/legitimo/emails.csv,
141,1,84e6ed033f7de7e7,dataset/phishing/phishing.csv,347
142,0,dasovich-j/deleted_items/17.,dataset/legitimo/emails.csv,
143,1,71f3ba083fce94e9,dataset/phishing/Nazario_5.csv,2613
144,0,bass-e/_sent_mail/267.,dataset/legitimo/emails.csv,
145,1,e58edcebd71b0bf6,dataset/phishing/phishing_2024.csv,115
146,1,539a92d886af8423,dataset/phishing/phishing_2024.csv,251
147,0,may-l/_sent_mail/8.,dataset/legitimo/emails.csv,
148,1,f193017632229e65,dataset/phishing/phishing.csv,258
149,1,0d8060358b9363d7,dataset/phishing/phishing.csv,133
150,0,beck-s/all_documents/934.,dataset/legitimo/emails.csv,
151,1,755a812ecaae8c60,dataset/phishing/Nazario_5.csv,2377
152,1,5a67a0c3de1c3e82,dataset/phishing/phishing_2024.csv,209
153,0,rodrique-r/_sent_mail/379.,dataset/legitimo/emails.csv,
154,1,6b295ee629beab40,dataset/phishing/phishing.csv,348
155,1,eeb60634aa2bcd5e,dataset/phishing/phishing.csv,149
156,1,46f2c3e58b7d7f33,dataset/phishing/phishing_2024.csv,140
157,0,lokay-m/all_documents/591.,dataset/legitimo/emails.csv,
158,1,fcc9e8f3ed1f77bb,dataset/phishing/phishing_2024.csv,172
159,0,mclaughlin-e/all_documents/293.,dataset/legitimo/emails.csv,
160,1,f88effc8fcbabe13,dataset/phishing/phishing_2024.csv,268
161,1,572926d5dbe16ab3,dataset/phishing/Nazario_5.csv,2534
162,1,277809e2643fac81,dataset/phishing/phishing.csv,115
163,0,rodrique-r/_sent_mail/255.,dataset/legitimo/emails.csv,
164,0,kaminski-v/all_documents/640.,dataset/legitimo/emails.csv,
165,0,kaminski-v/all_documents/9994.,dataset/legitimo/emails.csv,
166,0,ring-r/eesi_deleted_documents/48.,dataset/legitimo/emails.csv,
167,0,lay-k/all_documents/1015.,dataset/legitimo/emails.csv,
168,1,b294817f3a355165,dataset/phishing/phishing.csv,233
169,0,shively-h/_sent_mail/13.,dataset/legitimo/emails.csv,
170,0,sanders-r/all_documents/458.,dataset/legitimo/emails.csv,
171,1,e1a6eae3fe6d0f31,dataset/phishing/phishing_2024.csv,279
172,0,mcconnell-m/all_documents/196.,dataset/legitimo/emails.csv,
173,0,shankman-j/all_documents/473.,dataset/legitimo/emails.csv,
174,1,3946e7e381b2c1c1,dataset/phishing/phishing.csv,460
175,0,perlingiere-d/all_documents/2272.,dataset/legitimo/emails.csv,
176,1,468c52e1bc8ab933,dataset/phishing/phishing_2024.csv,398
177,0,schoolcraft-d/inbox/junk/586.,dataset/legitimo/emails.csv,
178,1,a9a81b4845475c0b,dataset/phishing/Nazario_5.csv,2409
179,0,rogers-b/_sent_mail/809.,dataset/legitimo/emails.csv,
180,0,horton-s/_sent_mail/210.,dataset/legitimo/emails.csv,
181,1,e29ab1f0eed5b400,dataset/phishing/phishing_2024.csv,401
182,0,kaminski-v/_sent_mail/1307.,dataset/legitimo/emails.csv,
183,0,buy-r/calendar/3.,dataset/legitimo/emails.csv,
184,1,be591815cf3f257f,dataset/phishing/Nazario_5.csv,2187
185,1,1c672428f6d3c7fa,dataset/phishing/phishing_2024.csv,319
186,0,hodge-j/all_documents/97.,dataset/legitimo/emails.csv,
187,0,campbell-l/inbox/809.,dataset/legitimo/emails.csv,
188,0,bass-e/_sent_mail/1216.,dataset/legitimo/emails.csv,
189,0,mann-k/all_documents/354.,dataset/legitimo/emails.csv,
190,1,4d205d72576abcbd,dataset/phishing/phishing_2024.csv,192
191,1,b24a19fb5b0572a8,dataset/phishing/phishing.csv,306
192,0,dasovich-j/all_documents/8975.,dataset/legitimo/emails.csv,
193,1,4034ec119b103e24,dataset/phishing/phishing.csv,256
194,1,ed0bdf6b39608960,dataset/phishing/phishing.csv,52
195,1,af260ef7841b2d6d,dataset/phishing/phishing_2024.csv,33
196,0,scott-s/_sent_mail/825.,dataset/legitimo/emails.csv,
197,1,ab09de9a6ec92149,dataset/phishing/Nazario_5.csv,2291
198,1,037095a1e94722be,dataset/phishing/phishing_2024.csv,298
199,0,rogers-b/all_documents/1097.,dataset/legitimo/emails.csv,
200,0,williams-w3/bill_williams_iii/605.,dataset/legitimo/emails.csv,
201,1,08466e8e7d76d3ea,dataset/phishing/phishing_2024.csv,110
202,1,226377fc8f5a4d8a,dataset/phishing/phishing.csv,191
203,1,d024835236c6d2ae,dataset/phishing/phishing_2024.csv,329
204,1,4d7dbe5fdbd41011,dataset/phishing/phishing.csv,463
205,1,03ff48089abe7ede,dataset/phishing/phishing.csv,262
206,0,love-p/deleted_items/580.,dataset/legitimo/emails.csv,
207,0,arora-h/deleted_items/96.,dataset/legitimo/emails.csv,
208,0,nemec-g/all_documents/344.,dataset/legitimo/emails.csv,
209,1,52df3dd18c9f335a,dataset/phishing/phishing.csv,24
210,0,farmer-d/all_documents/675.,dataset/legitimo/emails.csv,
211,1,ab69a8d791cc5d3a,dataset/phishing/phishing.csv,67
212,1,e7cf68e3024f01a6,dataset/phishing/phishing.csv,330
213,1,4bbaf83448ae376e,dataset/phishing/phishing.csv,209
214,1,6cec5f5ace9dc04f,dataset/phishing/phishing_2024.csv,307
215,0,donoho-l/sent_items/71.,dataset/legitimo/emails.csv,
216,0,derrick-j/deleted_items/280.,dataset/legitimo/emails.csv,
217,1,94ba17133e47b959,dataset/phishing/phishing.csv,398
218,1,df9a9cc67cb60624,dataset/phishing/phishing.csv,465
219,0,corman-s/sent_items/411.,dataset/legitimo/emails.csv,
220,1,8d4b84134993b180,dataset/phishing/Nazario_5.csv,1703
221,1,70b0a30d14140673,dataset/phishing/phishing.csv,217
222,1,2c03177362704692,dataset/phishing/phishing_2024.csv,166
223,0,geaccone-t/inbox/50.,dataset/legitimo/emails.csv,
224,0,lenhart-m/all_documents/1906.,dataset/legitimo/emails.csv,
225,0,bass-e/all_documents/570.,dataset/legitimo/emails.csv,
226,1,adf59ae002a402cc,dataset/phishing/phishing_2024.csv,2
227,1,07e351cefb9357f3,dataset/phishing/phishing.csv,105
228,0,haedicke-m/all_documents/1097.,dataset/legitimo/emails.csv,
229,1,e46a255ce80c7520,dataset/phishing/phishing.csv,442
230,0,kaminski-v/all_documents/9356.,dataset/legitimo/emails.csv,
231,1,f8dd612e44ccc2b7,dataset/phishing/phishing.csv,244
232,0,haedicke-m/all_documents/198.,dataset/legitimo/emails.csv,
233,0,campbell-l/all_documents/1002.,dataset/legitimo/emails.csv,
234,0,williams-j/deleted_items/341.,dataset/legitimo/emails.csv,
235,1,d70b4a05cf02c25f,dataset/phishing/phishing.csv,387
236,0,hain-m/_sent_mail/92.,dataset/legitimo/emails.csv,
237,1,31c7454ada1f1f36,dataset/phishing/Nazario_5.csv,2043
238,0,shackleton-s/inbox/194.,dataset/legitimo/emails.csv,
239,1,5aa398662d02c40e,dataset/phishing/phishing_2024.csv,138
240,1,5fc81cdf29f49c34,dataset/phishing/phishing_2024.csv,355
241,0,salisbury-h/inbox/828.,dataset/legitimo/emails.csv,
242,1,9a8e214ed5203952,dataset/phishing/phishing_2024.csv,124
243,1,b2ee431d07b24f59,dataset/phishing/Nazario_5.csv,1873
244,0,delainey-d/_sent_mail/205.,dataset/legitimo/emails.csv,
245,1,6aa88db96112bba7,dataset/phishing/phishing.csv,124
246,1,64e96d5ad943ab2c,dataset/phishing/Nazario_5.csv,1524
247,0,shackleton-s/all_documents/658.,dataset/legitimo/emails.csv,
248,1,82e4a92031a6f689,dataset/phishing/Nazario_5.csv,2116
249,0,haedicke-m/all_documents/755.,dataset/legitimo/emails.csv,
250,0,jones-t/all_documents/4083.,dataset/legitimo/emails.csv,
251,1,5e713e49cc71a7f5,dataset/phishing/phishing.csv,346
252,0,griffith-j/deleted_items/385.,dataset/legitimo/emails.csv,
253,1,6d04a2b18ca7a2a2,dataset/phishing/phishing_2024.csv,52
254,0,mann-k/all_documents/3177.,dataset/legitimo/emails.csv,
255,0,taylor-m/all_documents/77.,dataset/legitimo/emails.csv,
256,1,3742de5ee75da1e7,dataset/phishing/phishing_2024.csv,156
257,1,2e6dfc4ac2518b83,dataset/phishing/phishing_2024.csv,210
258,0,dorland-c/all_documents/120.,dataset/legitimo/emails.csv,
259,0,jones-t/all_documents/4700.,dataset/legitimo/emails.csv,
260,1,45f50f865d3ac014,dataset/phishing/phishing.csv,83
261,0,germany-c/_sent_mail/1474.,dataset/legitimo/emails.csv,
262,1,bd518e949029950b,dataset/phishing/phishing.csv,33
263,0,weldon-c/sent_items/123.,dataset/legitimo/emails.csv,
264,0,sanders-r/all_documents/1860.,dataset/legitimo/emails.csv,
265,0,blair-l/meetings/357.,dataset/legitimo/emails.csv,
266,1,86e4824806e603ff,dataset/phishing/phishing.csv,395
267,1,751c993fb9f6deca,dataset/phishing/phishing.csv,178
268,1,fab3ed47ad1a3a5d,dataset/phishing/phishing.csv,224
269,0,blair-l/inbox/58.,dataset/legitimo/emails.csv,
270,0,whalley-l/_sent_mail/214.,dataset/legitimo/emails.csv,
271,0,taylor-m/all_documents/7893.,dataset/legitimo/emails.csv,
272,1,d453bb9261b34a94,dataset/phishing/phishing_2024.csv,68
273,0,dasovich-j/inbox/754.,dataset/legitimo/emails.csv,
274,0,shankman-j/all_documents/120.,dataset/legitimo/emails.csv,
275,0,lay-k/inbox/1028.,dataset/legitimo/emails.csv,
276,1,3930b5eccce0f8d6,dataset/phishing/phishing_2024.csv,201
277,1,d08cb9a5c6a4e181,dataset/phishing/phishing_2024.csv,1
278,0,jones-t/all_documents/2128.,dataset/legitimo/emails.csv,
279,1,3fb27963ecec86c9,dataset/phishing/phishing.csv,241
280,0,sturm-f/sent_items/115.,dataset/legitimo/emails.csv,
281,0,rodrique-r/_sent_mail/12.,dataset/legitimo/emails.csv,
282,1,6a2e778145c32c0f,dataset/phishing/phishing_2024.csv,226
283,0,kaminski-v/all_documents/4225.,dataset/legitimo/emails.csv,
284,0,taylor-m/all_documents/7349.,dataset/legitimo/emails.csv,
285,1,06de98da4ccf38fc,dataset/phishing/phishing.csv,63
286,1,b43323e11f4debb2,dataset/phishing/phishing.csv,339
287,0,rodrique-r/_sent_mail/434.,dataset/legitimo/emails.csv,
288,1,26fdd51cae26f771,dataset/phishing/phishing.csv,78
289,1,5bf14fae1d26ad89,dataset/phishing/phishing.csv,177
290,0,rogers-b/all_documents/1649.,dataset/legitimo/emails.csv,
291,0,jones-t/all_documents/1746.,dataset/legitimo/emails.csv,
292,0,kaminski-v/all_documents/10162.,dataset/legitimo/emails.csv,
293,0,weldon-c/deleted_items/154.,dataset/legitimo/emails.csv,
294,1,2c9189d1f2e63c4e,dataset/phishing/phishing_2024.csv,180
295,1,63b23b60dc9268e8,dataset/phishing/phishing.csv,357
296,1,d2730f6ff9528ef4,dataset/phishing/phishing.csv,47
297,0,jones-t/all_documents/913.,dataset/legitimo/emails.csv,
298,0,linder-e/all_documents/30.,dataset/legitimo/emails.csv,
299,1,ff8f5f93402c325e,dataset/phishing/phishing.csv,477
300,1,eb5c7d7161f31810,dataset/phishing/phishing_2024.csv,169
301,1,f8293eb1d6f670a7,dataset/phishing/phishing.csv,81
302,0,ybarbo-p/inbox/67.,dataset/legitimo/emails.csv,
303,0,shackleton-s/all_documents/9999.,dataset/legitimo/emails.csv,
304,1,061f2aa1b6fc6031,dataset/phishing/phishing_2024.csv,396
305,0,ruscitti-k/all_documents/202.,dataset/legitimo/emails.csv,
306,0,rogers-b/all_documents/452.,dataset/legitimo/emails.csv,
307,0,symes-k/_sent_mail/1047.,dataset/legitimo/emails.csv,
308,1,fe2e61ea14321907,dataset/phishing/Nazario_5.csv,1620
309,1,cc36f215d0dc04ed,dataset/phishing/phishing.csv,31
310,0,zipper-a/sent_items/231.,dataset/legitimo/emails.csv,
311,0,shackleton-s/all_documents/1144.,dataset/legitimo/emails.csv,
312,0,benson-r/deleted_items/168.,dataset/legitimo/emails.csv,
313,1,3aa1ba6cf778efb8,dataset/phishing/Nazario_5.csv,1559
314,0,mann-k/_sent_mail/454.,dataset/legitimo/emails.csv,
315,1,9536f2768f556097,dataset/phishing/phishing_2024.csv,89
316,0,griffith-j/all_documents/238.,dataset/legitimo/emails.csv,
317,0,lavorato-j/deleted_items/353.,dataset/legitimo/emails.csv,
318,0,whalley-l/all_documents/1248.,dataset/legitimo/emails.csv,
319,0,lay-k/deleted_items/660.,dataset/legitimo/emails.csv,
320,1,bf6847a50b10aac2,dataset/phishing/phishing.csv,46
321,0,bass-e/deleted_items/156.,dataset/legitimo/emails.csv,
322,1,9c670ec6c3343df0,dataset/phishing/phishing.csv,185
323,1,39686f8b9c92dea1,dataset/phishing/phishing.csv,344
324,1,035bd78d107cdf3c,dataset/phishing/Nazario_5.csv,2590
325,1,b932a2e6a61c9b82,dataset/phishing/phishing_2024.csv,141
326,0,kean-s/all_documents/6057.,dataset/legitimo/emails.csv,
327,1,685c4991ada2882a,dataset/phishing/phishing_2024.csv,197
328,0,kean-s/all_documents/2302.,dataset/legitimo/emails.csv,
329,1,5d8681e686032376,dataset/phishing/phishing_2024.csv,371
330,1,a4cb0f60602397d7,dataset/phishing/phishing_2024.csv,7
331,1,a20a2d621034ea92,dataset/phishing/phishing_2024.csv,170
332,0,davis-d/deleted_items/230.,dataset/legitimo/emails.csv,
333,1,e24b224ca027a1a1,dataset/phishing/phishing_2024.csv,111
334,1,c010d0f89fbdc3a2,dataset/phishing/phishing.csv,385
335,0,farmer-d/logistics/221.,dataset/legitimo/emails.csv,
336,1,7216c593f632642f,dataset/phishing/phishing.csv,413
337,1,9556d13b7a58e9af,dataset/phishing/phishing.csv,206
338,0,sanders-r/all_documents/3834.,dataset/legitimo/emails.csv,
339,0,saibi-e/inbox/251.,dataset/legitimo/emails.csv,
340,0,maggi-m/deleted_items/2316.,dataset/legitimo/emails.csv,
341,1,a4dbc8c21cf28fe0,dataset/phishing/phishing.csv,341
342,0,kean-s/all_documents/512.,dataset/legitimo/emails.csv,
343,1,82343fbd4f69278f,dataset/phishing/Nazario_5.csv,1552
344,1,64769dfa451e3a3b,dataset/phishing/phishing_2024.csv,129
345,0,tholt-j/_sent_mail/45.,dataset/legitimo/emails.csv,
346,1,0b1326d48d010ea7,dataset/phishing/phishing.csv,394
347,0,bass-e/_sent_mail/694.,dataset/legitimo/emails.csv,
348,0,mann-k/_sent_mail/2762.,dataset/legitimo/emails.csv,
349,1,03fed6981854de1c,dataset/phishing/Nazario_5.csv,2988
350,1,3f15992df900896c,dataset/phishing/phishing.csv,193
351,1,4269057aa11fe105,dataset/phishing/phishing_2024.csv,55
352,0,kaminski-v/_sent_mail/527.,dataset/legitimo/emails.csv,
353,0,shively-h/deleted_items/325.,dataset/legitimo/emails.csv,
354,1,fd79b019e8431297,dataset/phishing/phishing.csv,136
355,1,211afa32498bb901,dataset/phishing/phishing_2024.csv,188
356,0,taylor-m/travel/22.,dataset/legitimo/emails.csv,
357,0,taylor-m/all_documents/7716.,dataset/legitimo/emails.csv,
358,0,fossum-d/_sent_mail/378.,dataset/legitimo/emails.csv,
359,0,lenhart-m/sent_items/408.,dataset/legitimo/emails.csv,
360,1,96d6536a87f01bbe,dataset/phishing/phishing_2024.csv,58
361,1,b2eb6fce6e2d0808,dataset/phishing/phishing.csv,373
362,1,e871770c7ded52f8,dataset/phishing/Nazario_5.csv,2783
363,1,0339245d354db3a5,dataset/phishing/phishing.csv,215
364,1,0866d8b0c9b3af0d,dataset/phishing/phishing_2024.csv,233
365,1,777315c37c978a77,dataset/phishing/phishing_2024.csv,42
366,0,dasovich-j/all_documents/3020.,dataset/legitimo/emails.csv,
367,1,d3774a55c6c06871,dataset/phishing/phishing.csv,363
368,0,mann-k/_sent_mail/4112.,dataset/legitimo/emails.csv,
369,1,94564357a0a8ec3c,dataset/phishing/phishing.csv,302
370,0,farmer-d/all_documents/3967.,dataset/legitimo/emails.csv,
371,0,rodrique-r/_sent_mail/77.,dataset/legitimo/emails.csv,
372,1,0f3df2e67c6f0420,dataset/phishing/phishing.csv,71
373,0,germany-c/all_documents/89.,dataset/legitimo/emails.csv,
374,0,kaminski-v/sent_items/1242.,dataset/legitimo/emails.csv,
375,0,maggi-m/deleted_items/84.,dataset/legitimo/emails.csv,
376,1,db0d9235cfd06ff0,dataset/phishing/phishing_2024.csv,53
377,0,beck-s/_sent_mail/540.,dataset/legitimo/emails.csv,
378,0,hain-m/all_documents/47.,dataset/legitimo/emails.csv,
379,0,lokay-m/all_documents/929.,dataset/legitimo/emails.csv,
380,0,lay-k/all_documents/19.,dataset/legitimo/emails.csv,
381,1,51fb35798ca5ddc7,dataset/phishing/Nazario_5.csv,3020
382,1,97a4133b5bfa5c2a,dataset/phishing/phishing.csv,471
383,0,arora-h/deleted_items/159.,dataset/legitimo/emails.csv,
384,0,watson-k/inbox/195.,dataset/legitimo/emails.csv,
385,1,8c14ac4cc33db428,dataset/phishing/phishing_2024.csv,380
386,1,bd6bb0d04d7a4060,dataset/phishing/phishing_2024.csv,102
387,0,kaminski-v/sent_items/2240.,dataset/legitimo/emails.csv,
388,1,bf6ebaecf43d5859,dataset/phishing/phishing_2024.csv,204
389,0,shapiro-r/2001_prc__midyear/13.,dataset/legitimo/emails.csv,
390,0,quigley-d/myfriends/57.,dataset/legitimo/emails.csv,
391,0,hain-m/all_documents/294.,dataset/legitimo/emails.csv,
392,1,afb5f90e9fa27048,dataset/phishing/phishing_2024.csv,24
393,1,8ec154137fe92b31,dataset/phishing/phishing_2024.csv,339
394,1,f043082464acf405,dataset/phishing/phishing_2024.csv,119
395,1,802612769a1314a0,dataset/phishing/Nazario_5.csv,2284
396,0,semperger-c/deleted_items/382.,dataset/legitimo/emails.csv,
397,0,dasovich-j/all_documents/8144.,dataset/legitimo/emails.csv,
398,1,21a98f59cfc0da34,dataset/phishing/phishing.csv,297
399,1,4c96119978ea94c9,dataset/phishing/phishing_2024.csv,120
400,1,3eb278e5a6f0f6e4,dataset/phishing/Nazario_5.csv,2579
401,1,5b91ffaac5178492,dataset/phishing/phishing.csv,265
