email_id,email_from,model,true_label,true_label_text,raw_response,predicted_label,predicted_label_text,predicted_classification_text,phishing_likelihood,indicators,parse_note,is_correct,is_error,was_repaired,elapsed_seconds,input_tokens,output_tokens,error_message
10,Parcel Delivery Services <grn9zr44@mgsbuildersllc.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender email domain (mgsbuildersllc.com) does not match claimed service (Parcel Delivery Services)"",     ""Generic greeting with no personalization"",     ""Urgent action request ('Action Required') to verify information"",     ""Suspicious 'Confirm Details' link without visible URL"",     ""Request to confirm shipping details (sensitive personal information)"",     ""Automated message disclaimer combined with action request"",     ""Generic tracking number format without context"",     ""Mismatch between sender display name and actual email domain""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,92,Sender email domain (mgsbuildersllc.com) does not match claimed service (Parcel Delivery Services) | Generic greeting with no personalization | Urgent action request ('Action Required') to verify information | Suspicious 'Confirm Details' link without visible URL | Request to confirm shipping details (sensitive personal information) | Automated message disclaimer combined with action request | Generic tracking number format without context | Mismatch between sender display name and actual email domain,,True,False,False,2.2031,396,162,
11,alan.aronowitz@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.7592,846,36,
12,texasexeschapters@alumni.utexas.edu,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.7409,1068,36,
13,Wise <ccristian_adrian_83vs@kawunimy.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender email domain (kawunimy.com) does not match Wise's legitimate domain"",     ""Suspicious links pointing to update.siomanioa.com instead of wise.com"",     ""Links contain token parameters typical of phishing redirects"",     ""Urgent language about account closure designed to pressure action"",     ""Request for sensitive bank account details"",     ""Generic greeting without personalization"",     ""All-caps 'WE'VE CLOSED YOUR ACCOUNT' for emotional impact"",     ""Legitimate Wise would not request bank details via email links""   ],   ""phishing_likelihood"": 98,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,98,Sender email domain (kawunimy.com) does not match Wise's legitimate domain | Suspicious links pointing to update.siomanioa.com instead of wise.com | Links contain token parameters typical of phishing redirects | Urgent language about account closure designed to pressure action | Request for sensitive bank account details | Generic greeting without personalization | All-caps 'WE'VE CLOSED YOUR ACCOUNT' for emotional impact | Legitimate Wise would not request bank details via email links,,True,False,False,2.2387,551,172,
14,Mail Support  <erin@livemala.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain (livemala.com) does not match claimed service (Roundcube)"",     ""Generic greeting 'DEAR' with email address instead of name"",     ""Urgent language ('Important', 'Alert', 'Fix this issue Now') creating pressure"",     ""Vague technical claim about 'DNS servers' and 'blockage' without specifics"",     ""Request to click link to 'review' and 'release' messages (unclear action)"",     ""Poor grammar and formatting inconsistent with legitimate service"",     ""Roundcube branding mixed with unfamiliar sender domain"",     ""No clear explanation of what action is needed or why""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,92,"Sender domain (livemala.com) does not match claimed service (Roundcube) | Generic greeting 'DEAR' with email address instead of name | Urgent language ('Important', 'Alert', 'Fix this issue Now') creating pressure | Vague technical claim about 'DNS servers' and 'blockage' without specifics | Request to click link to 'review' and 'release' messages (unclear action) | Poor grammar and formatting inconsistent with legitimate service | Roundcube branding mixed with unfamiliar sender domain | No clear explanation of what action is needed or why",,True,False,False,2.236,375,194,
15,"""noreply@monkey.org"" <1456727@mudflextools.com>",claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain mismatch: display name claims noreply@monkey.org but actual address is 1456727@mudflextools.com"",     ""Suspicious URL: Google redirect to worldmusic.blog with obfuscated path"",     ""Obfuscated malicious code: CSS and JavaScript fragments embedded in email body"",     ""Gibberish text: Large blocks of random characters designed to evade spam filters"",     ""Fake DocuSign notification: Impersonating legitimate document signing service"",     ""Multiple suspicious links: Repeated links to intuitive.com mixed with obfuscated content"",     ""Encoded parameters: URL contains base64-encoded email address (am9zZUBtb25rZXkub3Jn)"",     ""Credential harvesting attempt: Fake document completion notification to trick user into clicking malicious link""   ],   ""phishing_likelihood"": 99,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,99,Sender domain mismatch: display name claims noreply@monkey.org but actual address is 1456727@mudflextools.com | Suspicious URL: Google redirect to worldmusic.blog with obfuscated path | Obfuscated malicious code: CSS and JavaScript fragments embedded in email body | Gibberish text: Large blocks of random characters designed to evade spam filters | Fake DocuSign notification: Impersonating legitimate document signing service | Multiple suspicious links: Repeated links to intuitive.com mixed with obfuscated content | Encoded parameters: URL contains base64-encoded email address (am9zZUBtb25rZXkub3Jn) | Credential harvesting attempt: Fake document completion notification to trick user into clicking malicious link,,True,False,False,3.7246,2118,240,
16,Google Groups <noreply@groups.google.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Suspicious group name with random characters (4Ny9gvu MEETING WITH WITTHH 39tmvz4)"",     ""Unusual inviter email domain (a.fwb4u.us) - not a recognized organization"",     ""Random character string in group URL (t7lefx5loonrhplqsnsovuxxuljiqsgofv2w4jkrazi6men2xly1ibacklom)"",     ""Legitimate-looking Google Groups sender but hosting suspicious group"",     ""Token-based subscription link that could be used for account compromise"",     ""Generic greeting without personalization beyond email address""   ],   ""phishing_likelihood"": 72,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,PHISHING,72,Suspicious group name with random characters (4Ny9gvu MEETING WITH WITTHH 39tmvz4) | Unusual inviter email domain (a.fwb4u.us) - not a recognized organization | Random character string in group URL (t7lefx5loonrhplqsnsovuxxuljiqsgofv2w4jkrazi6men2xly1ibacklom) | Legitimate-looking Google Groups sender but hosting suspicious group | Token-based subscription link that could be used for account compromise | Generic greeting without personalization beyond email address,,False,False,False,2.1318,820,189,
17,Charlotte <charlotte@macanimut.org>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain 'macanimut.org' does not match any known legitimate company"",     ""Generic greeting '[Customer]' suggests mass phishing campaign"",     ""Multiple order confirmation numbers in email (87314592 and 3005599712) - inconsistency"",     ""Suspicious 'Download Payment Receipt' link without visible URL"",     ""Vague company identity - no clear business name or contact information"",     ""Personalization only shows '[jose]' in subject but generic body content"",     ""HTML-heavy formatting typical of phishing templates"",     ""Urgency implied through 'payment completed' without prior context"",     ""No specific company branding or official contact details""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,92,Sender domain 'macanimut.org' does not match any known legitimate company | Generic greeting '[Customer]' suggests mass phishing campaign | Multiple order confirmation numbers in email (87314592 and 3005599712) - inconsistency | Suspicious 'Download Payment Receipt' link without visible URL | Vague company identity - no clear business name or contact information | Personalization only shows '[jose]' in subject but generic body content | HTML-heavy formatting typical of phishing templates | Urgency implied through 'payment completed' without prior context | No specific company branding or official contact details,,True,False,False,2.9541,727,198,
18,phillip.love@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Informal and unprofessional language"",     ""Threatening tone ('don't be a dumb ass')"",     ""Vague reference to tickets as leverage"",     ""Abrupt, cryptic message""   ],   ""phishing_likelihood"": 5,   ""classification"": ""legitimate"" } ```  **Justification:** While this email contains unprofessional and somewhat aggressive language, it shows clear signs of being a legitimate internal communication rather than a phishing attempt. The sender uses a valid company domain (enron.com), the message appears to be a reply in an ongoing conversation, and the content suggests a personal dispute between colleagues rather than an attempt to extract sensitive information or credentials. The informal tone and personal reference to tickets are consistent with internal workplace communication, albeit inappropriate. There are no requests for sensitive data, suspicious links, or typical phishing red flags.",0,LEGÍTIMO,LEGÍTIMO,5,"Informal and unprofessional language | Threatening tone ('don't be a dumb ass') | Vague reference to tickets as leverage | Abrupt, cryptic message",,True,False,False,2.7729,332,207,
19,exchangeinfo@nymex.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Suspicious IP-based link instead of domain URL"",     ""Link contains personal email address in query parameter"",     ""Request to click link to 'confirm receipt' is unusual for legitimate notice"",     ""Generic greeting without personalization"",     ""Outdated email (from 2001)"",     ""Instructions to manually copy/paste URL suggests obfuscation attempt"",     ""Mixed legitimate-looking content with suspicious tracking mechanism""   ],   ""phishing_likelihood"": 75,   ""classification"": ""phishing"" } ```",0,LEGÍTIMO,PHISHING,75,Suspicious IP-based link instead of domain URL | Link contains personal email address in query parameter | Request to click link to 'confirm receipt' is unusual for legitimate notice | Generic greeting without personalization | Outdated email (from 2001) | Instructions to manually copy/paste URL suggests obfuscation attempt | Mixed legitimate-looking content with suspicious tracking mechanism,,True,False,False,1.9487,574,137,
20,jose  <support@wellpointhomecare.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender name 'jose' matches recipient name - unusual self-reference"",     ""Generic greeting 'Dear jose' despite being from support"",     ""Urgent language 'confirm to allow access' creating pressure"",     ""Suspicious document references with incomplete/truncated numbers"",     ""Vague call-to-action 'VIEW HERE' without clear context"",     ""Mixed language content (Spanish 'Factura' with English)"",     ""Unusual document type combination (PO, Invoice, Bill of Lading)"",     ""No specific details about sender, date, or legitimate business context"",     ""Request for confirmation/access without proper verification process""   ],   ""phishing_likelihood"": 82,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,82,"Sender name 'jose' matches recipient name - unusual self-reference | Generic greeting 'Dear jose' despite being from support | Urgent language 'confirm to allow access' creating pressure | Suspicious document references with incomplete/truncated numbers | Vague call-to-action 'VIEW HERE' without clear context | Mixed language content (Spanish 'Factura' with English) | Unusual document type combination (PO, Invoice, Bill of Lading) | No specific details about sender, date, or legitimate business context | Request for confirmation/access without proper verification process",,True,False,False,2.6789,382,190,
21,carol.clair@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Enron.com domain (defunct company, suspicious)"",     ""Informal tone with typo ('Here ios')"",     ""Reference to specific banking/legal procedures"",     ""No attachment mentioned despite reference to 'current version'""   ],   ""phishing_likelihood"": 35,   ""classification"": ""legitimate"" } ```  **Justification:** While the Enron domain is notable (the company collapsed in 2001), this appears to be a legitimate internal business email discussing Letter of Credit (LC) procedures and UCP (Uniform Customs and Practice) banking standards. The content is technical and specific to banking operations, suggesting genuine business correspondence rather than a phishing attempt. The typo and informal tone are consistent with internal emails. However, the reference to a form attachment that isn't clearly included adds minor suspicion. The moderate likelihood score reflects the anachronistic domain rather than typical phishing indicators.",0,LEGÍTIMO,LEGÍTIMO,35,"Enron.com domain (defunct company, suspicious) | Informal tone with typo ('Here ios') | Reference to specific banking/legal procedures | No attachment mentioned despite reference to 'current version'",,True,False,False,2.9526,369,215,
22,jason.wiesepape@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.7488,823,36,
23,maureen.mcvicker@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 2,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,2,,indicators inválida: [],True,False,False,0.7383,758,36,
24,joel.ephross@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [     ""Typo in 'docuemtns' suggests informal/hastily written message"",     ""Vague subject line 'Ghost' with no context"",     ""No clear call to action or request"",     ""Internal company communication style"",     ""No suspicious links or attachments"",     ""No requests for sensitive information"",     ""No urgency or threatening language""   ],   ""phishing_likelihood"": 5,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,5,Typo in 'docuemtns' suggests informal/hastily written message | Vague subject line 'Ghost' with no context | No clear call to action or request | Internal company communication style | No suspicious links or attachments | No requests for sensitive information | No urgency or threatening language,,True,False,False,1.5649,340,126,
25,monkey.org <webmail@support.org>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain mismatch: 'webmail@support.org' does not match claimed organization 'monkey.org'"",     ""Urgent language: 'Attention!!' with excessive punctuation"",     ""Generic greeting: 'Webmail Attention User' instead of personalized salutation"",     ""Suspicious call-to-action: 'Upgrade Storage' link without clear destination"",     ""Pressure tactic: Storage full warning designed to prompt immediate action"",     ""Generic footer: Vague copyright notice without legitimate contact information"",     ""Unusual formatting: Inconsistent spacing and structure typical of phishing emails""   ],   ""phishing_likelihood"": 85,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,85,Sender domain mismatch: 'webmail@support.org' does not match claimed organization 'monkey.org' | Urgent language: 'Attention!!' with excessive punctuation | Generic greeting: 'Webmail Attention User' instead of personalized salutation | Suspicious call-to-action: 'Upgrade Storage' link without clear destination | Pressure tactic: Storage full warning designed to prompt immediate action | Generic footer: Vague copyright notice without legitimate contact information | Unusual formatting: Inconsistent spacing and structure typical of phishing emails,,True,False,False,2.0386,372,185,
26,stephanie.panus@enron.com,claude-haiku-4-5-20251001,0,LEGÍTIMO,"```json {   ""indicators"": [],   ""phishing_likelihood"": 5,   ""classification"": ""legitimate"" } ```",0,LEGÍTIMO,LEGÍTIMO,5,,indicators inválida: [],True,False,False,0.7367,368,36,
27,monkey.org  <smtpfox-8szi3@sucrammusic.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain mismatch: claims to be from monkey.org but uses sucrammusic.com"",     ""Suspicious sender address format with random string (smtpfox-8szi3)"",     ""Urgent language about account expiration and suspension"",     ""Vague threat of account suspension to pressure action"",     ""Generic greeting 'Dear jose' without full personalization"",     ""Suspicious 'Secured link' button with no visible URL"",     ""Request to click link to update account (credential harvesting pattern)"",     ""Generic footer claiming 2022 copyright for current communication""   ],   ""phishing_likelihood"": 92,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,92,Sender domain mismatch: claims to be from monkey.org but uses sucrammusic.com | Suspicious sender address format with random string (smtpfox-8szi3) | Urgent language about account expiration and suspension | Vague threat of account suspension to pressure action | Generic greeting 'Dear jose' without full personalization | Suspicious 'Secured link' button with no visible URL | Request to click link to update account (credential harvesting pattern) | Generic footer claiming 2022 copyright for current communication,,True,False,False,2.3173,384,179,
28,Netflix <5687746netflix.co.za@em8487.neurodiversenutritionrd.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender email domain does not match Netflix (neurodiversenutritionrd.com instead of netflix.com)"",     ""Suspicious email address format with random numbers (5687746netflix.co.za@em8487...)"",     ""Generic greeting 'Dear Customer' instead of personalized name"",     ""Urgent language about billing problems to pressure action"",     ""Request to click button to update payment/account details"",     ""Poor grammar and formatting ('bellow' instead of 'below')"",     ""Vague billing issue without specific details"",     ""Suspicious link text ('>>' and 'Update my Account') without visible URL""   ],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,95,Sender email domain does not match Netflix (neurodiversenutritionrd.com instead of netflix.com) | Suspicious email address format with random numbers (5687746netflix.co.za@em8487...) | Generic greeting 'Dear Customer' instead of personalized name | Urgent language about billing problems to pressure action | Request to click button to update payment/account details | Poor grammar and formatting ('bellow' instead of 'below') | Vague billing issue without specific details | Suspicious link text ('>>' and 'Update my Account') without visible URL,,True,False,False,2.2335,412,187,
29,System Notification <info@lakeoilqroup.com>,claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain 'lakeoilqroup.com' does not match the claimed service (Cpanel/Roundcube/monkey.org)"",     ""Misspelled domain 'lakeoilqroup' suggests typosquatting"",     ""Urgent threat of account closure with specific timestamp to pressure action"",     ""Generic greeting 'Dear jose' with lowercase name"",     ""Vague 'click here' button without transparent URL"",     ""Mismatched footer claiming 'Roundcube Corporation' at Microsoft address (Redmond, WA)"",     ""Poor grammar and formatting inconsistencies"",     ""Request to confirm password implied by subject line"",     ""Account inactivity claim is common phishing pretext""   ],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,95,"Sender domain 'lakeoilqroup.com' does not match the claimed service (Cpanel/Roundcube/monkey.org) | Misspelled domain 'lakeoilqroup' suggests typosquatting | Urgent threat of account closure with specific timestamp to pressure action | Generic greeting 'Dear jose' with lowercase name | Vague 'click here' button without transparent URL | Mismatched footer claiming 'Roundcube Corporation' at Microsoft address (Redmond, WA) | Poor grammar and formatting inconsistencies | Request to confirm password implied by subject line | Account inactivity claim is common phishing pretext",,True,False,False,2.6924,456,211,
30,"""DHL Express 1287| Center"" <info@keilnlockey.com>",claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain (keilnlockey.com) does not match DHL's official domain"",     ""Display name claims to be DHL but uses suspicious domain"",     ""Suspicious redirect link through designsori.com with encoded parameters"",     ""Link contains personal email address in URL fragment"",     ""Obfuscated URL with multiple redirects and encoded data"",     ""Generic greeting without specific shipment details"",     ""Urgent language ('ALERT') to pressure action"",     ""Request to click link for shipping documents (common phishing tactic)""   ],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,95,Sender domain (keilnlockey.com) does not match DHL's official domain | Display name claims to be DHL but uses suspicious domain | Suspicious redirect link through designsori.com with encoded parameters | Link contains personal email address in URL fragment | Obfuscated URL with multiple redirects and encoded data | Generic greeting without specific shipment details | Urgent language ('ALERT') to pressure action | Request to click link for shipping documents (common phishing tactic),,True,False,False,2.4408,577,167,
31,"""Mail Server"" <postmaster@sodtiecc.com>",claude-haiku-4-5-20251001,1,PHISHING,"```json {   ""indicators"": [     ""Sender domain (sodtiecc.com) does not match recipient domain (monkey.org)"",     ""Generic greeting with no personalization beyond email address"",     ""Urgent threatening language ('Ignorance will cause the account to be disabled')"",     ""Request for authentication/verification without clear legitimate reason"",     ""Vague reference to 'mail violation policy' without specifics"",     ""Duplicated content in body suggesting mass template"",     ""Outdated copyright year (2017) inconsistent with current date"",     ""Suspicious generic ID reference (NMLSR ID399801)"",     ""Missing actual clickable link details but implies clicking required"",     ""Poor grammar and formatting ('due to mail violation policy' without proper spacing)""   ],   ""phishing_likelihood"": 95,   ""classification"": ""phishing"" } ```",1,PHISHING,PHISHING,95,Sender domain (sodtiecc.com) does not match recipient domain (monkey.org) | Generic greeting with no personalization beyond email address | Urgent threatening language ('Ignorance will cause the account to be disabled') | Request for authentication/verification without clear legitimate reason | Vague reference to 'mail violation policy' without specifics | Duplicated content in body suggesting mass template | Outdated copyright year (2017) inconsistent with current date | Suspicious generic ID reference (NMLSR ID399801) | Missing actual clickable link details but implies clicking required | Poor grammar and formatting ('due to mail violation policy' without proper spacing),,True,False,False,2.3458,452,208,
